fullVisitorId,visitNumber,action_type,productSKU,time,hitNumber
1485560096715159088,1,5,GGOEAAEH035215,1925669,23
1485560096715159088,4,2,GGOEGAAX0352,193679,3
1485560096715159088,4,1,GGOEGAAX0352,193679,4
1485560096715159088,4,3,GGOEGAAX0352,197813,5
1485560096715159088,4,5,GGOEAAEH035215,1333177,8
1485560096715159088,4,5,GGOEAAEH035215,1362448,9
1485560096715159088,4,5,GGOEAAEH035215,1681450,10
1487642479039977302,1,2,GGOEGEVB070599,279231,9
1487642479039977302,1,1,GGOEGEVB070599,279231,8
1487642479039977302,1,1,GGOEGEVB070599,299443,10
1487642479039977302,1,2,GGOEAKDH019899,561937,15
1487642479039977302,1,1,GGOEAKDH019899,561937,14
1487642479039977302,1,1,GGOEAKDH019899,563253,16
1487642479039977302,1,1,GGOEAKDH019899,727608,20
1487642479039977302,1,2,GGOEAKDH019899,727609,21
1487642479039977302,1,1,GGOEAKDH019899,728783,22
1513574659863671308,1,1,GGOEYFKQ020699,18679,2
1513574659863671308,1,2,GGOEYFKQ020699,18694,3
1580431283728289185,2,1,GGOEGDHQ015399,506118,5
1580431283728289185,2,2,GGOEGDHQ015399,506118,6
1580431283728289185,2,3,GGOEGDHQ015399,511488,7
1580431283728289185,2,3,GGOEGDHQ015399,582821,8
1580431283728289185,3,3,GGOEGAAX0795,10755,2
1580431283728289185,3,3,GGOEGAAX0795,746696,4
1589021726696497303,3,2,GGOEADHH055999,0,1
1589021726696497303,3,1,GGOEADHH055999,1,2
1589021726696497303,3,3,GGOEADHH055999,3151,3
1589021726696497303,3,1,GGOEGAAX0074,10160,4
1589021726696497303,3,2,GGOEGAAX0074,10162,5
1589021726696497303,3,3,GGOEGAAX0074,35095,6
1589021726696497303,3,2,GGOEGAAX0081,69512,8
1589021726696497303,3,1,GGOEGAAX0081,69514,9
1589021726696497303,3,1,GGOEGAAX0081,71988,10
1589021726696497303,3,3,GGOEGAAX0081,100547,12
1589021726696497303,3,2,GGOEAFKQ020499,177970,15
1589021726696497303,3,1,GGOEAFKQ020499,177971,16
1589021726696497303,3,3,GGOEAFKQ020499,180878,17
1589021726696497303,3,1,GGOEGFKQ020399,188828,18
1589021726696497303,3,2,GGOEGFKQ020399,188839,19
1589021726696497303,3,3,GGOEGFKQ020399,191928,20
1589021726696497303,3,2,GGOEGAAX0338,290923,26
1589021726696497303,3,1,GGOEGAAX0338,290923,27
1589021726696497303,3,1,GGOEGAAX0338,292803,28
1589021726696497303,3,3,GGOEGAAX0338,335056,30
1589021726696497303,3,1,GGOEGAAX0323,523600,34
1589021726696497303,3,2,GGOEGAAX0323,523600,35
1589021726696497303,3,1,GGOEGAAX0326,532897,36
1589021726696497303,3,2,GGOEGAAX0326,532898,37
1589021726696497303,3,3,GGOEGAAX0326,544719,38
1589021726696497303,3,4,GGOEGDHR018499,594169,40
1589021726696497303,3,4,GGOEGAAJ032614,759734,42
1589021726696497303,3,2,GGOEGFKQ020799,1017044,51
1589021726696497303,3,1,GGOEGFKQ020799,1017046,52
1589021726696497303,3,1,GGOEGFKQ020799,1056601,53
1589021726696497303,3,2,GGOEGFKQ020799,1056602,54
1589021726696497303,3,3,GGOEGFKQ020799,1060291,55
1589021726696497303,3,4,GGOEGFKQ020799,1099224,59
1589021726696497303,3,2,GGOEGAAX0074,1530252,67
1589021726696497303,3,1,GGOEGAAX0074,1530253,68
1589021726696497303,3,1,GGOEGAAX0074,1537505,69
1589021726696497303,3,3,GGOEGAAX0074,1575309,71
1589021726696497303,3,4,GGOEADHH055999,1584655,73
1589021726696497303,3,2,GGOEGODR017799,1616252,76
1589021726696497303,3,1,GGOEGODR017799,1616252,77
1589021726696497303,3,1,GGOEGODR017799,1617694,78
1589021726696497303,3,1,GGOEACCQ017299,1738872,87
1589021726696497303,3,2,GGOEACCQ017299,1738872,86
1589021726696497303,3,1,GGOEGEVA022399,1764920,89
1589021726696497303,3,2,GGOEGEVA022399,1764921,90
1589021726696497303,3,1,GGOEGODR017799,1848909,93
1589021726696497303,3,2,GGOEGODR017799,1848910,94
1589021726696497303,3,1,GGOEGODR017799,1853696,95
1589021726696497303,3,3,GGOEGODR017799,1893652,97
1589021726696497303,3,1,GGOEGAAX0341,1911356,99
1589021726696497303,3,2,GGOEGAAX0341,1911366,100
1589021726696497303,3,1,GGOEGAAX0341,1912593,101
1589021726696497303,3,2,GGOEGAAX0304,2082409,107
1589021726696497303,3,1,GGOEGAAX0304,2082410,108
1589021726696497303,3,4,GGOEGODR017799,2165960,112
1589021726696497303,3,1,GGOEGAAX0366,2216765,115
1589021726696497303,3,2,GGOEGAAX0366,2216788,116
1589021726696497303,3,1,GGOEGAAX0366,2219322,117
1589021726696497303,3,1,GGOEAFKQ020499,2346273,120
1589021726696497303,3,2,GGOEAFKQ020499,2346274,121
1589021726696497303,3,1,GGOEGFKA022299,2354531,123
1589021726696497303,3,2,GGOEGFKA022299,2354531,122
1589021726696497303,3,1,GGOEGFKA022299,2356030,124
1589021726696497303,3,1,GGOEAFKQ020499,2385987,127
1589021726696497303,3,2,GGOEAFKQ020499,2385988,128
1589021726696497303,3,1,GGOEAFKQ020499,2387794,129
1589021726696497303,3,2,GGOEAFKQ020599,2406013,132
1589021726696497303,3,1,GGOEAFKQ020599,2406013,133
1589021726696497303,3,1,GGOEAFKQ020599,2407658,134
1625348761598975970,4,2,GGOEGEVA022399,28398,4
1625348761598975970,4,1,GGOEGEVA022399,28398,3
1625348761598975970,4,1,GGOEGEVA022399,33982,5
1627674454679945564,1,2,GGOEGDHQ015399,73355,4
1627674454679945564,1,1,GGOEGDHQ015399,73355,5
1627674454679945564,1,1,GGOEGDHQ015399,77471,7
1627674454679945564,1,2,GGOEGDHQ015399,77471,6
1627674454679945564,1,1,GGOEGDHQ015399,78911,8
1627674454679945564,1,1,GGOEGAAX0037,243797,16
1627674454679945564,1,2,GGOEGAAX0037,243797,15
1627674454679945564,1,1,GGOEGAAX0037,245294,17
1628879492829362179,3,1,GGOEGBRA037499,58649,5
1628879492829362179,3,2,GGOEGBRA037499,58650,6
1628879492829362179,3,1,GGOEGBRA037499,68966,7
1628879492829362179,3,1,GGOEGFKQ020799,364489,12
1628879492829362179,3,2,GGOEGFKQ020799,364518,13
1628879492829362179,3,1,GGOEGFKQ020799,366019,14
1633146081774573328,2,2,GGOEGOAQ018099,257251,4
1633146081774573328,2,1,GGOEGOAQ018099,257252,5
1633146081774573328,2,1,GGOEGOAR013099,268751,6
1633146081774573328,2,2,GGOEGOAR013099,268752,7
1633146081774573328,3,1,GGOEGAAX0682,227419,4
1633146081774573328,3,2,GGOEGAAX0682,227423,5
1633146081774573328,3,1,GGOEGBRA037499,481603,11
1633146081774573328,3,2,GGOEGBRA037499,481604,12
1633146081774573328,3,1,GGOEGBRA037499,488972,13
1685335291483410828,1,5,GGOEWFKA082999,103836,6
1685335291483410828,1,5,GGOEWFKA082999,365556,7
1685335291483410828,1,5,GGOEWFKA082999,416837,8
1685335291483410828,1,5,GGOEWFKA082999,440972,9
1685335291483410828,1,5,GGOEWFKA082999,540355,10
1685335291483410828,1,5,GGOEWFKA082999,579571,11
1685335291483410828,1,5,GGOEWFKA082999,771060,12
1685335291483410828,1,5,GGOEWFKA082999,915211,13
1685335291483410828,1,5,GGOEWFKA082999,933198,14
1685335291483410828,1,5,GGOEWFKA082999,1074860,15
1685335291483410828,1,5,GGOEWFKA082999,1095041,16
1685335291483410828,1,6,GGOEWFKA082999,1145053,17
1685335291483410828,1,6,GGOEWFKA082999,1145103,18
1687795423322054080,1,2,GGOEGFKA022299,772982,6
1687795423322054080,1,1,GGOEGFKA022299,772983,7
1687795423322054080,1,1,GGOEGFKQ020799,783391,8
1687795423322054080,1,2,GGOEGFKQ020799,783391,9
1687795423322054080,1,1,GGOEYFKQ020699,787018,11
1687795423322054080,1,2,GGOEYFKQ020699,787018,10
1687795423322054080,1,1,GGOEGFKQ020799,789759,12
1733308980612977236,6,3,GGOEGAAX0326,124271,4
1743714919834975806,1,1,GGOEGBRA037499,6202,3
1743714919834975806,1,2,GGOEGBRA037499,6202,2
1743714919834975806,1,1,GGOEGBRA037499,9592,4
1765857025931877948,1,2,GGOEGOCB017499,29540,3
1765857025931877948,1,1,GGOEGOCB017499,29541,4
1765857025931877948,1,2,GGOEAOCB077499,43042,5
1765857025931877948,1,1,GGOEAOCB077499,43042,6
1765857025931877948,1,1,GGOEAOCB077499,46561,7
1765857025931877948,1,1,GGOEGOCB017499,79994,10
1765857025931877948,1,2,GGOEGOCB017499,79994,11
1765857025931877948,1,1,GGOEGOCB017499,80038,12
1765857025931877948,1,2,GGOEGOCB017499,80079,13
1765857025931877948,1,1,GGOEGOCB017499,84953,14
1765857025931877948,1,2,GGOEGOCB017499,84953,15
1765857025931877948,1,1,GGOEGOCB017499,86689,16
1765857025931877948,1,2,GGOEGOCL077699,181080,22
1765857025931877948,1,1,GGOEGOCL077699,181081,23
1765857025931877948,1,1,GGOEGOCL077699,187047,24
1765857025931877948,1,2,GGOEGOCL077699,256932,29
1765857025931877948,1,1,GGOEGOCL077699,256933,30
1765857025931877948,1,1,GGOEGOCL077699,260137,31
1792126295682358590,1,1,GGOEGFKA022299,32942,2
1792126295682358590,1,2,GGOEGFKA022299,33089,3
1792126295682358590,1,1,GGOEGFKA022299,36749,4
1799598136919764397,1,2,GGOEGAAX0037,283691,6
1799598136919764397,1,1,GGOEGAAX0037,283691,5
1799598136919764397,1,3,GGOEGAAX0037,493743,7
1799598136919764397,1,1,GGOEGAAX0037,505796,8
1799598136919764397,1,3,GGOEGAAX0037,666392,10
1799598136919764397,1,3,GGOEGAAX0037,671416,11
1799598136919764397,1,5,GGOEGHGR019499,749293,14
1799598136919764397,1,5,GGOEGHGC019799,749293,14
1825841980801408928,1,2,GGOEACCQ017299,45420,4
1825841980801408928,1,1,GGOEACCQ017299,45420,5
1850206187599338645,1,1,GGOEGOAB022499,196715,4
1850206187599338645,1,2,GGOEGOAB022499,196743,5
1850206187599338645,1,1,GGOEGOAB022499,197407,6
1850206187599338645,1,2,GGOEGOAB022499,197468,7
1850206187599338645,1,1,GGOEGOAB022499,197650,8
1850206187599338645,1,2,GGOEGOAB022499,197670,9
1850206187599338645,1,1,GGOEGOAB022499,197745,10
1850206187599338645,1,2,GGOEGOAB022499,197750,11
1850206187599338645,1,1,GGOEGOAB022499,197813,12
1850206187599338645,1,2,GGOEGOAB022499,197819,13
1850206187599338645,1,1,GGOEGOAB022499,197970,14
1850206187599338645,1,2,GGOEGOAB022499,197985,15
1850206187599338645,1,1,GGOEGOAB022499,198041,16
1850206187599338645,1,2,GGOEGOAB022499,198045,17
1850206187599338645,1,1,GGOEGOAB022499,198144,18
1850206187599338645,1,2,GGOEGOAB022499,198220,19
1850206187599338645,1,2,GGOEGOAB022499,198292,21
1850206187599338645,1,1,GGOEGOAB022499,198292,20
1850206187599338645,1,1,GGOEGOAB022499,198343,22
1850206187599338645,1,2,GGOEGOAB022499,198356,23
1850206187599338645,1,1,GGOEGOAB022499,198869,25
1850206187599338645,1,2,GGOEGOAB022499,198869,24
1850206187599338645,1,1,GGOEGOAB022499,198950,26
1850206187599338645,1,2,GGOEGOAB022499,198951,27
1850206187599338645,1,1,GGOEGOAB022499,201908,29
1850206187599338645,1,2,GGOEGOAB022499,201908,28
1850206187599338645,1,2,GGOEGOAB021499,256615,31
1850206187599338645,1,1,GGOEGOAB021499,256619,32
1850206187599338645,1,1,GGOEGOAB021499,259126,33
1868979439923677894,3,2,GGOEGAAX0338,105815,5
1868979439923677894,3,1,GGOEGAAX0338,105815,6
1868979439923677894,3,1,GGOEGAAX0338,105955,8
1868979439923677894,3,2,GGOEGAAX0338,105955,7
1868979439923677894,3,1,GGOEGAAX0338,106594,9
1868979439923677894,3,2,GGOEGAAX0338,106594,10
1868979439923677894,3,2,GGOEGAAX0358,158752,12
1868979439923677894,3,1,GGOEGAAX0358,158752,13
1868979439923677894,3,2,GGOEGAAX0358,158815,15
1868979439923677894,3,1,GGOEGAAX0358,158815,14
1868979439923677894,3,1,GGOEAXXX0808,274732,21
1868979439923677894,3,2,GGOEAXXX0808,274738,22
1868979439923677894,3,1,GGOEAXXX0808,277236,24
1868979439923677894,3,2,GGOEAXXX0808,277236,23
1868979439923677894,3,1,GGOEWAEA083899,1169741,30
1868979439923677894,3,2,GGOEWAEA083899,1169741,29
1868979439923677894,3,1,GGOEWAEA083899,1172873,31
1868979439923677894,4,2,GGOEWAEA083899,10016,4
1868979439923677894,4,1,GGOEWAEA083899,10016,3
1868979439923677894,4,1,GGOEWAEA083899,12294,5
1868979439923677894,4,3,GGOEWAEA083899,98691,7
1894130606995361644,1,1,GGOEGAAX0104,67275,3
1894130606995361644,1,2,GGOEGAAX0104,67299,4
1897693758416082368,1,1,GGOEGAAX0304,429702,4
1897693758416082368,1,2,GGOEGAAX0304,429703,5
1897693758416082368,1,1,GGOEGAAX0304,433235,6
1904044281872619820,2,1,GGOEGEVA022399,446531,6
1904044281872619820,2,2,GGOEGEVA022399,446531,5
1933634293342529288,1,1,GGOEGAAX0306,130083,7
1933634293342529288,1,2,GGOEGAAX0306,130083,6
1933634293342529288,1,1,GGOEGAAX0306,137445,8
1933634293342529288,1,2,GGOEGAAX0306,144730,12
1933634293342529288,1,1,GGOEGAAX0306,144730,11
1933634293342529288,1,1,GGOEGAAX0306,146688,13
1933634293342529288,1,2,GGOEGCMB020932,509457,27
1933634293342529288,1,1,GGOEGCMB020932,509457,26
1933634293342529288,1,1,GGOEGCMB020932,512804,28
1933634293342529288,1,2,GGOEGOCC077299,649473,37
1933634293342529288,1,1,GGOEGOCC077299,649473,36
1933634293342529288,1,1,GGOEGOCC077299,652170,38
1933634293342529288,1,1,GGOEAOCB077499,681377,41
1933634293342529288,1,2,GGOEAOCB077499,681378,42
1933634293342529288,1,1,GGOEAOCB077499,685999,43
1933634293342529288,1,3,GGOEAOCB077499,702805,45
1933634293342529288,1,2,GGOEGOCC077299,712299,48
1933634293342529288,1,1,GGOEGOCC077299,712299,47
1933634293342529288,1,3,GGOEGOCC077299,715757,49
1933634293342529288,1,2,GGOEGOLC014299,721637,51
1933634293342529288,1,1,GGOEGOLC014299,721637,50
1933634293342529288,1,1,GGOEGOLC014299,726180,52
1933634293342529288,1,1,GGOEGOCD078399,761638,55
1933634293342529288,1,2,GGOEGOCD078399,761638,56
1933634293342529288,1,1,GGOEGOCD078399,764660,57
1933634293342529288,1,1,GGOEGOCR078499,815793,62
1933634293342529288,1,2,GGOEGOCR078499,815794,63
1933634293342529288,1,1,GGOEGOBG023599,859624,65
1933634293342529288,1,2,GGOEGOBG023599,859624,66
1933634293342529288,1,1,GGOEGOBG023599,861070,67
1933634293342529288,1,2,GGOEGDHQ015399,1070213,72
1933634293342529288,1,1,GGOEGDHQ015399,1070213,71
1933634293342529288,1,2,GGOEGAAX0278,1488636,84
1933634293342529288,1,1,GGOEGAAX0278,1488636,83
1933634293342529288,1,3,GGOEGAAX0278,1493176,85
1933634293342529288,1,4,GGOEGAEB027813,1508894,87
1933634293342529288,1,1,GGOEAOCB077499,1535234,90
1933634293342529288,1,2,GGOEAOCB077499,1535235,91
1933634293342529288,1,3,GGOEAOCB077499,1537732,92
1933634293342529288,1,1,GGOEGOCC077299,1558548,93
1933634293342529288,1,2,GGOEGOCC077299,1558548,94
1933634293342529288,1,3,GGOEGOCC077299,1561533,95
1969572238026427771,1,2,GGOEGAAX0607,320784,5
1969572238026427771,1,1,GGOEGAAX0607,320785,6
1969572238026427771,1,1,GGOEGAAX0607,326549,7
1969572238026427771,1,1,GGOEGAAX0361,369391,11
1969572238026427771,1,2,GGOEGAAX0361,369391,10
1969572238026427771,1,1,GGOEGAAX0361,372128,12
1996186587769697436,3,2,GGOEGFSR022099,102747,4
1996186587769697436,3,1,GGOEGFSR022099,102747,3
1996186587769697436,3,3,GGOEGFSR022099,104202,5
1996186587769697436,3,2,GGOEGAAX0037,111964,7
1996186587769697436,3,1,GGOEGAAX0037,111964,6
1996186587769697436,3,3,GGOEGAAX0037,117520,8
1996186587769697436,3,2,GGOEGBJC014399,167879,12
1996186587769697436,3,1,GGOEGBJC014399,167879,11
1996186587769697436,3,3,GGOEGBJC014399,169445,13
1996186587769697436,3,5,GGOEGBJC014399,242884,17
1996186587769697436,3,5,GGOEGHGC019799,242884,17
1996186587769697436,3,5,GGOEGFSR022099,242884,17
1996186587769697436,3,5,GGOEGHPB080410,242884,17
1996186587769697436,3,5,GGOEADHH073999,242884,17
1996186587769697436,3,5,GGOEACCQ017299,242884,17
1996186587769697436,3,5,GGOEGHGC019799,322101,18
1996186587769697436,3,5,GGOEGBJC014399,322101,18
1996186587769697436,3,5,GGOEGFSR022099,322101,18
1996186587769697436,3,5,GGOEGHPB080410,322101,18
1996186587769697436,3,5,GGOEADHH073999,322101,18
1996186587769697436,3,5,GGOEACCQ017299,322101,18
1996186587769697436,3,5,GGOEGBJC014399,372217,19
1996186587769697436,3,5,GGOEGFSR022099,372217,19
1996186587769697436,3,5,GGOEGHGC019799,372217,19
1996186587769697436,3,5,GGOEGHPB080410,372217,19
1996186587769697436,3,5,GGOEADHH073999,372217,19
1996186587769697436,3,5,GGOEACCQ017299,372217,19
1996186587769697436,3,6,GGOEGHGC019799,401168,20
1996186587769697436,3,6,GGOEGBJC014399,401168,20
1996186587769697436,3,6,GGOEGFSR022099,401168,20
1996186587769697436,3,6,GGOEGHPB080410,401168,20
1996186587769697436,3,6,GGOEADHH073999,401168,20
1996186587769697436,3,6,GGOEACCQ017299,401168,20
1996186587769697436,3,6,GGOEGBJC014399,401175,21
1996186587769697436,3,6,GGOEGHGC019799,401175,21
1996186587769697436,3,6,GGOEGFSR022099,401175,21
1996186587769697436,3,6,GGOEGHPB080410,401175,21
1996186587769697436,3,6,GGOEADHH073999,401175,21
1996186587769697436,3,6,GGOEACCQ017299,401175,21
2008785002910996057,2,2,GGOEGAAX0680,24750,4
2008785002910996057,2,1,GGOEGAAX0680,24750,3
2008785002910996057,2,3,GGOEGAAX0680,29972,5
2008785002910996057,2,2,GGOEGAAX0680,62342,7
2008785002910996057,2,1,GGOEGAAX0680,62343,8
2008785002910996057,2,3,GGOEGAAX0680,66094,9
2008785002910996057,2,1,GGOEGAAX0569,127852,11
2008785002910996057,2,2,GGOEGAAX0569,127852,12
2008785002910996057,2,3,GGOEGAAX0569,135914,13
2008785002910996057,2,2,GGOEAFKQ020499,253300,16
2008785002910996057,2,1,GGOEAFKQ020499,253300,17
2008785002910996057,2,3,GGOEAFKQ020499,259140,18
2008785002910996057,2,1,GGOEGDHQ015399,299868,20
2008785002910996057,2,2,GGOEGDHQ015399,299869,21
2008785002910996057,2,3,GGOEGDHQ015399,303956,22
2008785002910996057,2,5,GGOEGDHQ015399,328834,24
2008785002910996057,2,5,GGOEGATB060214,328834,24
2008785002910996057,2,5,GGOEGADB056915,328834,24
2008785002910996057,2,5,GGOEGAYB068024,328834,24
2008785002910996057,2,5,GGOEGAYB068056,328834,24
2008785002910996057,2,5,GGOEAFKQ020499,328834,24
2008785002910996057,2,5,GGOEAFKQ020499,363083,25
2008785002910996057,2,5,GGOEGATB060214,363083,25
2008785002910996057,2,5,GGOEGAYB068024,363083,25
2008785002910996057,2,5,GGOEGDHQ015399,363083,25
2008785002910996057,2,5,GGOEGAYB068056,363083,25
2008785002910996057,2,5,GGOEGADB056915,363083,25
2008785002910996057,2,5,GGOEAFKQ020499,710782,26
2008785002910996057,2,5,GGOEGDHQ015399,710782,26
2008785002910996057,2,5,GGOEGAYB068024,710782,26
2008785002910996057,2,5,GGOEGAYB068056,710782,26
2008785002910996057,2,5,GGOEGATB060214,710782,26
2008785002910996057,2,5,GGOEGADB056915,710782,26
2008785002910996057,2,5,GGOEGATB060214,784128,27
2008785002910996057,2,5,GGOEAFKQ020499,784128,27
2008785002910996057,2,5,GGOEGADB056915,784128,27
2008785002910996057,2,5,GGOEGAYB068024,784128,27
2008785002910996057,2,5,GGOEGAYB068056,784128,27
2008785002910996057,2,5,GGOEGDHQ015399,784128,27
2008785002910996057,2,5,GGOEGAYB068024,824302,28
2008785002910996057,2,5,GGOEGDHQ015399,824302,28
2008785002910996057,2,5,GGOEGATB060214,824302,28
2008785002910996057,2,5,GGOEAFKQ020499,824302,28
2008785002910996057,2,5,GGOEGADB056915,824302,28
2008785002910996057,2,5,GGOEGAYB068056,824302,28
2008785002910996057,2,6,GGOEGAYB068056,846231,29
2008785002910996057,2,6,GGOEGDHQ015399,846231,29
2008785002910996057,2,6,GGOEGAYB068024,846231,29
2008785002910996057,2,6,GGOEGATB060214,846231,29
2008785002910996057,2,6,GGOEAFKQ020499,846231,29
2008785002910996057,2,6,GGOEGADB056915,846231,29
2008785002910996057,2,6,GGOEGDHQ015399,846252,30
2008785002910996057,2,6,GGOEGATB060214,846252,30
2008785002910996057,2,6,GGOEGADB056915,846252,30
2008785002910996057,2,6,GGOEGAYB068024,846252,30
2008785002910996057,2,6,GGOEAFKQ020499,846252,30
2008785002910996057,2,6,GGOEGAYB068056,846252,30
2020765393756185156,5,3,GGOEGAAX0591,69324,3
2020765393756185156,5,3,GGOEGAAX0591,77173,4
2020765393756185156,5,3,GGOEGAAX0591,83634,5
2020765393756185156,5,1,GGOEGAAX0602,317398,11
2020765393756185156,5,2,GGOEGAAX0602,317399,12
2020765393756185156,5,1,GGOEGAAX0602,323081,13
2020765393756185156,5,1,GGOEGAAX0364,1741935,22
2020765393756185156,5,2,GGOEGAAX0364,1741935,21
2020765393756185156,5,3,GGOEGAAX0364,1747620,23
2020765393756185156,5,4,GGOEGAAJ059114,2080790,27
2020765393756185156,5,5,GGOEGALJ036413,3105697,29
2020765393756185156,5,5,GGOEGAAJ059113,3105697,29
2020765393756185156,5,2,GGOEGAAX0366,3436269,32
2020765393756185156,5,1,GGOEGAAX0366,3436269,31
2020765393756185156,5,3,GGOEGAAX0366,3440843,33
2054328967059540069,1,1,GGOEGAAX0074,221280,3
2054328967059540069,1,2,GGOEGAAX0074,221280,4
2054328967059540069,1,1,GGOEGAAX0074,230448,5
2054328967059540069,1,2,GGOEGAAX0074,240593,9
2054328967059540069,1,1,GGOEGAAX0074,240593,8
2054328967059540069,1,1,GGOEGAAX0074,240774,10
2054328967059540069,1,2,GGOEGAAX0074,240936,11
2054328967059540069,1,2,GGOEGAAX0074,241800,13
2054328967059540069,1,1,GGOEGAAX0074,241800,12
2054328967059540069,1,3,GGOEGAAX0074,246836,14
2054328967059540069,1,3,GGOEGAAX0074,251082,15
2054328967059540069,1,3,GGOEGAAX0074,260451,16
2054328967059540069,1,1,GGOEGAAX0081,315710,18
2054328967059540069,1,2,GGOEGAAX0081,315712,19
2054328967059540069,1,3,GGOEGAAX0081,345248,20
2054328967059540069,1,1,GGOEYFKQ020699,491990,26
2054328967059540069,1,2,GGOEYFKQ020699,491991,27
2054328967059540069,1,3,GGOEYFKQ020699,496821,28
2054328967059540069,1,1,GGOEGBRA037499,521546,30
2054328967059540069,1,2,GGOEGBRA037499,521547,31
2054328967059540069,1,1,GGOEGBRA037499,523616,32
2054328967059540069,1,1,GGOEYDHJ056099,674184,43
2054328967059540069,1,2,GGOEYDHJ056099,674184,42
2054328967059540069,1,3,GGOEYDHJ056099,678499,44
2054328967059540069,1,1,GGOEYOCR077799,771482,48
2054328967059540069,1,2,GGOEYOCR077799,771482,47
2054328967059540069,1,3,GGOEYOCR077799,775638,49
2054328967059540069,1,4,GGOEYOCR077799,1044079,51
2054328967059540069,1,5,GGOEGDHR018499,2435954,56
2054328967059540069,1,5,GGOEYDHJ056099,2435954,56
2054328967059540069,1,5,GGOEYFKQ020699,2435954,56
2054328967059540069,1,5,GGOEGDHC018299,2435954,56
2054328967059540069,1,5,GGOEGOCR017899,2435954,56
2169837842795965197,8,1,GGOEGFAQ016699,32537,3
2169837842795965197,8,2,GGOEGFAQ016699,33125,4
2169837842795965197,8,1,GGOEGFAQ016699,33430,5
2169837842795965197,8,2,GGOEGFAQ016699,33485,6
2169837842795965197,8,1,GGOEGFAQ016699,34619,7
2169837842795965197,8,2,GGOEGFAQ016699,34695,8
2169837842795965197,8,1,GGOEGAAX0074,83088,9
2169837842795965197,8,2,GGOEGAAX0074,83154,10
2169837842795965197,8,1,GGOEGAAX0074,83331,11
2169837842795965197,8,2,GGOEGAAX0074,83332,12
2169837842795965197,8,1,GGOEGAAX0074,86840,13
2169837842795965197,8,2,GGOEGAAX0074,86842,14
2169837842795965197,8,3,GGOEGAAX0074,90119,15
2169837842795965197,8,1,GGOEGAAX0074,109562,16
2169837842795965197,8,3,GGOEGAAX0074,175495,18
2169837842795965197,8,5,GGOEGDHC018299,287022,23
2183769803946700458,1,1,GGOEGFKQ020399,296657,4
2183769803946700458,1,2,GGOEGFKQ020399,296657,3
2183769803946700458,1,1,GGOEGFKQ020399,300817,5
2192102760951521593,1,3,GGOEGOAB021499,482618,3
2200502804815616939,1,1,GGOEGAAX0318,36863,2
2200502804815616939,1,2,GGOEGAAX0318,36869,3
2200502804815616939,1,1,GGOEGAAX0318,37061,4
2200502804815616939,1,2,GGOEGAAX0318,37065,5
2200502804815616939,1,1,GGOEGAAX0318,38071,6
2200502804815616939,1,2,GGOEGAAX0318,38077,7
2211136004038546286,2,1,GGOEGBRA037499,31732,3
2211136004038546286,2,2,GGOEGBRA037499,31733,4
2211136004038546286,2,1,GGOEGBRB013899,464074,10
2211136004038546286,2,2,GGOEGBRB013899,464074,11
2211136004038546286,2,1,GGOEGBRB013899,466086,12
2211136004038546286,2,1,GGOEGBRJ037299,478754,15
2211136004038546286,2,2,GGOEGBRJ037299,478754,16
2211136004038546286,2,1,GGOEGBRJ037299,480317,17
2211136004038546286,2,1,GGOEGBRA037499,499812,20
2211136004038546286,2,2,GGOEGBRA037499,499812,21
2211136004038546286,2,1,GGOEGBRA037499,501088,22
2230459363222130999,1,2,GGOEGBRA037499,39737,6
2230459363222130999,1,1,GGOEGBRA037499,39737,5
2238427794408940307,1,1,GGOEAFKQ020599,108188,6
2238427794408940307,1,2,GGOEAFKQ020599,108188,5
2262160774762451480,1,3,GGOEGAAX0037,65670,5
2262160774762451480,1,3,GGOEGAAX0037,71582,6
2262160774762451480,1,3,GGOEGAAX0037,75014,7
2262160774762451480,1,5,GGOEGHGC019799,134005,13
2262160774762451480,1,5,GGOEGHGT019599,134005,13
2262160774762451480,1,5,GGOEGHGR019499,134005,13
2262160774762451480,1,5,GGOEGHGC019799,219857,14
2262160774762451480,1,5,GGOEGHGT019599,219857,14
2262160774762451480,1,5,GGOEGHGR019499,219857,14
2262160774762451480,1,5,GGOEGHGC019799,270818,15
2262160774762451480,1,5,GGOEGHGT019599,270818,15
2262160774762451480,1,5,GGOEGHGR019499,270818,15
2284555599203977570,1,3,GGOEGAAX0342,1035792,8
2284555599203977570,2,1,GGOEGAAX0342,157638,7
2284555599203977570,2,2,GGOEGAAX0342,157639,8
2284555599203977570,2,1,GGOEGAAX0342,162108,9
2284555599203977570,2,3,GGOEGAAX0342,168222,11
2284555599203977570,2,2,GGOEGAAX0342,190571,14
2284555599203977570,2,1,GGOEGAAX0342,190571,13
2284555599203977570,2,3,GGOEGAAX0342,195790,15
2284555599203977570,2,1,GGOEGEVA022399,365264,18
2284555599203977570,2,2,GGOEGEVA022399,365265,19
2284555599203977570,2,1,GGOEGEVA022399,367588,20
2284555599203977570,2,5,GGOEGAER029713,462732,25
2284555599203977570,2,5,GGOEGETB023799,462732,25
2284555599203977570,2,5,GGOEGALQ034213,462732,25
2284555599203977570,2,5,GGOEGETB023799,702043,26
2284555599203977570,2,5,GGOEGAER029713,702043,26
2284555599203977570,2,5,GGOEGALQ034213,702043,26
2284555599203977570,2,5,GGOEGETB023799,729110,27
